,date_started_at,timestamp_started_at,alt_start,Cloud
279,2013-03-01 16:52:34+07:00,1362131554,7800.0,1
280,2013-03-01 17:25:15+07:00,1362133515,6750.0,1
281,2013-03-01 17:39:44+07:00,1362134384,6150.0,1
282,2013-03-01 18:06:42+07:00,1362136002,6600.0,1
283,2013-03-01 18:14:15+07:00,1362136455,6750.0,1
284,2013-03-01 18:20:45+07:00,1362136845,6600.0,1
285,2013-03-01 18:31:30+07:00,1362137490,6750.0,1
286,2013-03-20 13:45:29+07:00,1363761929,4650.0,1
287,2013-03-20 13:59:59+07:00,1363762799,4650.0,1
288,2013-03-20 14:15:15+07:00,1363763715,4500.0,1
289,2013-03-20 14:29:45+07:00,1363764585,4500.0,1
290,2013-03-20 14:44:14+07:00,1363765454,4500.0,1
291,2013-03-22 11:37:22+07:00,1363927042,7800.0,1
292,2013-03-22 12:06:21+07:00,1363928781,9300.0,1
293,2013-03-22 12:20:50+07:00,1363929650,8850.0,1
294,2013-03-22 12:35:20+07:00,1363930520,9750.0,1
295,2013-03-22 12:49:50+07:00,1363931390,10200.0,1
296,2013-03-22 13:12:59+07:00,1363932779,10050.0,1
297,2013-03-22 13:31:24+07:00,1363933884,8700.0,1
298,2013-03-22 13:49:14+07:00,1363934954,8700.0,1
299,2013-03-22 14:03:44+07:00,1363935824,8400.0,1
300,2013-03-22 14:21:15+07:00,1363936875,8250.0,1
301,2013-03-22 14:35:45+07:00,1363937745,7950.0,1
302,2013-03-22 16:51:34+07:00,1363945894,6000.0,1
303,2013-03-22 17:06:03+07:00,1363946763,8400.0,1
304,2013-03-22 17:33:55+07:00,1363948435,8850.0,1
305,2013-03-22 17:48:25+07:00,1363949305,8850.0,1
306,2013-03-22 18:40:27+07:00,1363952427,6000.0,1
307,2013-03-22 18:54:57+07:00,1363953297,6000.0,1
308,2013-03-22 19:09:26+07:00,1363954166,5850.0,1
309,2013-03-22 19:23:56+07:00,1363955036,6000.0,1
310,2013-03-22 19:38:25+07:00,1363955905,5850.0,1
311,2013-03-26 13:10:16+07:00,1364278216,9000.0,1
312,2013-03-26 13:57:52+07:00,1364281072,8700.0,1
313,2013-03-26 14:25:42+07:00,1364282742,8550.0,1
314,2013-03-26 14:53:31+07:00,1364284411,10350.0,1
315,2013-03-26 15:23:39+07:00,1364286219,6750.0,1
316,2013-03-26 15:56:40+07:00,1364288200,6600.0,1
317,2013-03-26 16:25:49+07:00,1364289949,7950.0,1
318,2013-03-26 18:43:08+07:00,1364298188,6450.0,1
319,2013-03-26 19:10:57+07:00,1364299857,6300.0,1
320,2013-03-26 19:38:47+07:00,1364301527,6150.0,1
321,2013-03-30 12:09:20+07:00,1364620160,4500.0,1
322,2013-04-09 11:53:57+07:00,1365483237,5400.0,1
323,2013-04-09 12:13:41+07:00,1365484421,5400.0,1
324,2013-04-09 12:28:11+07:00,1365485291,4950.0,1
325,2013-04-09 12:42:40+07:00,1365486160,7500.0,1
326,2013-04-09 14:10:56+07:00,1365491456,6300.0,1
327,2013-04-09 14:25:25+07:00,1365492325,5700.0,1
328,2013-04-09 18:24:54+07:00,1365506694,9750.0,1
329,2013-04-09 18:39:24+07:00,1365507564,9750.0,1
330,2013-04-11 12:02:06+07:00,1365656526,8700.0,1
331,2013-04-11 12:16:36+07:00,1365657396,8400.0,1
332,2013-04-11 12:32:22+07:00,1365658342,8700.0,1
333,2013-04-11 12:46:52+07:00,1365659212,7500.0,1
334,2013-04-11 19:29:04+07:00,1365683344,4650.0,1
335,2013-04-15 13:24:53+07:00,1366007093,6600.0,1
336,2013-04-17 13:57:03+07:00,1366181823,4500.0,1
337,2013-04-17 14:26:24+07:00,1366183584,4350.0,1
338,2013-04-23 18:15:26+07:00,1366715726,4500.0,1
339,2013-04-23 18:58:55+07:00,1366718335,4650.0,1
340,2013-07-19 15:44:27+07:00,1374223467,5400.0,1
341,2013-07-19 15:58:57+07:00,1374224337,5475.0,1
342,2013-09-25 15:28:53+07:00,1380097733,8850.0,1
343,2013-10-12 18:44:33+07:00,1381578273,7050.0,1
344,2013-11-08 13:08:17+07:00,1383890897,5250.0,1
345,2013-11-08 13:45:54+07:00,1383893154,5212.5,1
346,2013-11-09 12:42:34+07:00,1383975754,6262.5,1
347,2013-11-09 12:57:04+07:00,1383976624,6450.0,1
348,2013-11-09 13:40:32+07:00,1383979232,5587.5,1
349,2013-11-09 13:55:02+07:00,1383980102,5887.5,1
350,2013-11-26 18:28:52+07:00,1385465332,9274.5,1
351,2013-12-23 13:18:20+07:00,1387779500,6187.5,1
352,2013-12-23 13:32:49+07:00,1387780369,5587.5,1
353,2013-12-23 14:32:02+07:00,1387783922,5737.5,1
354,2013-12-24 15:37:29+07:00,1387874249,6750.0,1
355,2014-03-17 21:31:23+07:00,1395066683,10350.0,1
356,2014-03-17 22:00:07+07:00,1395068407,10425.0,1
357,2014-11-22 15:34:58+06:00,1416648898,4875.0,1
358,2014-12-03 14:06:34+06:00,1417593994,6675.0,1
359,2014-12-03 14:21:13+06:00,1417594873,7125.0,1
360,2014-12-03 14:35:43+06:00,1417595743,7725.0,1
361,2014-12-03 15:05:31+06:00,1417597531,8325.0,1
362,2014-12-05 13:39:57+06:00,1417765197,7500.0,1
363,2014-12-05 14:12:30+06:00,1417767150,7875.0,1
364,2015-01-13 15:19:00+06:00,1421140740,4875.0,1
365,2015-01-29 13:36:54+06:00,1422517014,5475.0,1
